custom_id,dataset,row_idx,variant,gt_faithful,labels,n_aspects
v7_edurabsa_155_flip,edurabsa,155,flip,False,"{""materials"": ""positive"", ""overall_experience"": ""positive"", ""workload"": ""negative""}",3
v7_edurabsa_155_inject,edurabsa,155,inject,False,"{""materials"": ""negative"", ""overall_experience"": ""negative"", ""workload"": ""positive"", ""exam_fairness"": ""negative""}",4
v7_edurabsa_1415_faithful,edurabsa,1415,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""accessibility"": ""positive"", ""organization"": ""positive""}",4
v7_edurabsa_1415_flip,edurabsa,1415,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative"", ""accessibility"": ""negative"", ""organization"": ""negative""}",4
v7_edurabsa_1415_inject,edurabsa,1415,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""accessibility"": ""positive"", ""organization"": ""positive"", ""exam_fairness"": ""positive""}",5
v7_edurabsa_1389_faithful,edurabsa,1389,faithful,True,"{""workload"": ""positive"", ""overall_experience"": ""positive""}",2
v7_edurabsa_1389_flip,edurabsa,1389,flip,False,"{""workload"": ""negative"", ""overall_experience"": ""negative""}",2
v7_edurabsa_1389_inject,edurabsa,1389,inject,False,"{""workload"": ""positive"", ""overall_experience"": ""positive"", ""grading_transparency"": ""negative""}",3
v7_edurabsa_1188_faithful,edurabsa,1188,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_1188_flip,edurabsa,1188,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_1188_inject,edurabsa,1188,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""assessment_design"": ""positive""}",3
v7_edurabsa_472_faithful,edurabsa,472,faithful,True,"{""exam_fairness"": ""positive"", ""workload"": ""positive""}",2
v7_edurabsa_472_flip,edurabsa,472,flip,False,"{""exam_fairness"": ""negative"", ""workload"": ""negative""}",2
v7_edurabsa_472_inject,edurabsa,472,inject,False,"{""exam_fairness"": ""positive"", ""workload"": ""positive"", ""accessibility"": ""positive""}",3
v7_edurabsa_462_faithful,edurabsa,462,faithful,True,"{""accessibility"": ""negative""}",1
v7_edurabsa_462_flip,edurabsa,462,flip,False,"{""accessibility"": ""positive""}",1
v7_edurabsa_462_inject,edurabsa,462,inject,False,"{""accessibility"": ""negative"", ""organization"": ""positive""}",2
v7_edurabsa_1908_faithful,edurabsa,1908,faithful,True,"{""workload"": ""positive"", ""organization"": ""positive""}",2
v7_edurabsa_1908_flip,edurabsa,1908,flip,False,"{""workload"": ""negative"", ""organization"": ""negative""}",2
v7_edurabsa_1908_inject,edurabsa,1908,inject,False,"{""workload"": ""positive"", ""organization"": ""positive"", ""overall_experience"": ""negative""}",3
v7_edurabsa_1306_faithful,edurabsa,1306,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""workload"": ""positive""}",3
v7_edurabsa_1306_flip,edurabsa,1306,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative"", ""workload"": ""negative""}",3
v7_edurabsa_1306_inject,edurabsa,1306,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""workload"": ""positive"", ""grading_transparency"": ""negative""}",4
v7_edurabsa_1465_faithful,edurabsa,1465,faithful,True,"{""accessibility"": ""positive"", ""overall_experience"": ""positive""}",2
v7_edurabsa_1465_flip,edurabsa,1465,flip,False,"{""accessibility"": ""negative"", ""overall_experience"": ""negative""}",2
v7_edurabsa_1465_inject,edurabsa,1465,inject,False,"{""accessibility"": ""positive"", ""overall_experience"": ""positive"", ""materials"": ""negative""}",3
v7_edurabsa_1538_faithful,edurabsa,1538,faithful,True,"{""overall_experience"": ""positive"", ""accessibility"": ""positive""}",2
v7_edurabsa_1538_flip,edurabsa,1538,flip,False,"{""overall_experience"": ""negative"", ""accessibility"": ""negative""}",2
v7_edurabsa_1538_inject,edurabsa,1538,inject,False,"{""overall_experience"": ""positive"", ""accessibility"": ""positive"", ""exam_fairness"": ""negative""}",3
v7_edurabsa_1621_faithful,edurabsa,1621,faithful,True,"{""overall_experience"": ""positive"", ""organization"": ""negative""}",2
v7_edurabsa_1621_flip,edurabsa,1621,flip,False,"{""overall_experience"": ""negative"", ""organization"": ""positive""}",2
v7_edurabsa_1621_inject,edurabsa,1621,inject,False,"{""overall_experience"": ""positive"", ""organization"": ""negative"", ""lecturer_quality"": ""positive""}",3
v7_edurabsa_1810_faithful,edurabsa,1810,faithful,True,"{""accessibility"": ""positive""}",1
v7_edurabsa_1810_flip,edurabsa,1810,flip,False,"{""accessibility"": ""negative""}",1
v7_edurabsa_1810_inject,edurabsa,1810,inject,False,"{""accessibility"": ""positive"", ""overall_experience"": ""negative""}",2
v7_edurabsa_414_faithful,edurabsa,414,faithful,True,"{""overall_experience"": ""negative""}",1
v7_edurabsa_414_flip,edurabsa,414,flip,False,"{""overall_experience"": ""positive""}",1
v7_edurabsa_414_inject,edurabsa,414,inject,False,"{""overall_experience"": ""negative"", ""materials"": ""negative""}",2
